========== MNIST_CENTRAL_SMALL_RESNET14 ==========
========== MNIST_CENTRAL_SMALL_RESNET14 ==========
========== MNIST_CENTRAL_SMALL_RESNET14 ==========
client 0 train samples 50000
val samples--------- 1000
test samples-------- 9000
===================== Start Stage-1 =====================
len(client_models)=1
len(train_loaders)=1
opt[0]=SGD (
Parameter Group 0
    dampening: 0
    differentiable: False
    foreach: None
    lr: 0.01
    maximize: False
    momentum: 0.9
    nesterov: False
    weight_decay: 0
)
001 == clients == 0.481 train loss 0.289 | test loss 0.342 | train acc 0.901 | test acc 0.873    == global model ==  train loss 0.307 | test loss 0.348 | train acc 0.898 | test acc 0.868 
120 == clients == 0.007 train loss 0.003 | test loss 0.066 | train acc 0.998 | test acc 0.986    == global model ==  train loss 0.008 | test loss 0.052 | train acc 0.997 | test acc 0.990 
121 == clients == 0.008 train loss 0.014 | test loss 0.101 | train acc 0.997 | test acc 0.980    == global model ==  train loss 0.016 | test loss 0.076 | train acc 0.995 | test acc 0.984 
122 == clients == 0.007 train loss 0.009 | test loss 0.090 | train acc 0.998 | test acc 0.980    == global model ==  train loss 0.002 | test loss 0.082 | train acc 1.000 | test acc 0.981 
123 == clients == 0.006 train loss 0.004 | test loss 0.068 | train acc 0.997 | test acc 0.983    == global model ==  train loss 0.003 | test loss 0.055 | train acc 0.998 | test acc 0.986 
124 == clients == 0.007 train loss 0.009 | test loss 0.067 | train acc 0.997 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.056 | train acc 0.998 | test acc 0.988 
125 == clients == 0.007 train loss 0.006 | test loss 0.087 | train acc 0.997 | test acc 0.980    == global model ==  train loss 0.003 | test loss 0.076 | train acc 1.000 | test acc 0.981 
126 == clients == 0.007 train loss 0.002 | test loss 0.078 | train acc 1.000 | test acc 0.987    == global model ==  train loss 0.011 | test loss 0.060 | train acc 0.997 | test acc 0.988 
127 == clients == 0.007 train loss 0.004 | test loss 0.060 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.004 | test loss 0.057 | train acc 0.998 | test acc 0.988 
128 == clients == 0.006 train loss 0.006 | test loss 0.077 | train acc 0.997 | test acc 0.976    == global model ==  train loss 0.004 | test loss 0.067 | train acc 0.998 | test acc 0.977 
129 == clients == 0.007 train loss 0.015 | test loss 0.068 | train acc 0.991 | test acc 0.984    == global model ==  train loss 0.001 | test loss 0.056 | train acc 1.000 | test acc 0.986 
130 == clients == 0.007 train loss 0.006 | test loss 0.080 | train acc 0.997 | test acc 0.981    == global model ==  train loss 0.003 | test loss 0.073 | train acc 1.000 | test acc 0.983 
131 == clients == 0.006 train loss 0.002 | test loss 0.073 | train acc 1.000 | test acc 0.982    == global model ==  train loss 0.004 | test loss 0.056 | train acc 0.998 | test acc 0.986 
132 == clients == 0.006 train loss 0.002 | test loss 0.063 | train acc 0.998 | test acc 0.986    == global model ==  train loss 0.004 | test loss 0.058 | train acc 1.000 | test acc 0.986 
133 == clients == 0.005 train loss 0.001 | test loss 0.084 | train acc 1.000 | test acc 0.984    == global model ==  train loss 0.002 | test loss 0.082 | train acc 1.000 | test acc 0.986 
134 == clients == 0.006 train loss 0.002 | test loss 0.094 | train acc 1.000 | test acc 0.981    == global model ==  train loss 0.001 | test loss 0.066 | train acc 1.000 | test acc 0.984 
135 == clients == 0.006 train loss 0.001 | test loss 0.066 | train acc 1.000 | test acc 0.988    == global model ==  train loss 0.007 | test loss 0.046 | train acc 0.995 | test acc 0.990 
136 == clients == 0.006 train loss 0.002 | test loss 0.075 | train acc 0.998 | test acc 0.982    == global model ==  train loss 0.007 | test loss 0.060 | train acc 0.998 | test acc 0.984 
137 == clients == 0.006 train loss 0.001 | test loss 0.089 | train acc 1.000 | test acc 0.981    == global model ==  train loss 0.001 | test loss 0.069 | train acc 1.000 | test acc 0.984 
138 == clients == 0.006 train loss 0.001 | test loss 0.101 | train acc 1.000 | test acc 0.977    == global model ==  train loss 0.001 | test loss 0.072 | train acc 1.000 | test acc 0.981 
139 == clients == 0.006 train loss 0.004 | test loss 0.098 | train acc 0.998 | test acc 0.977    == global model ==  train loss 0.003 | test loss 0.069 | train acc 0.998 | test acc 0.979 
140 == clients == 0.006 train loss 0.004 | test loss 0.078 | train acc 0.998 | test acc 0.984    == global model ==  train loss 0.001 | test loss 0.048 | train acc 1.000 | test acc 0.990 
141 == clients == 0.007 train loss 0.007 | test loss 0.088 | train acc 0.997 | test acc 0.983    == global model ==  train loss 0.003 | test loss 0.083 | train acc 0.998 | test acc 0.984 
142 == clients == 0.005 train loss 0.002 | test loss 0.077 | train acc 1.000 | test acc 0.980    == global model ==  train loss 0.006 | test loss 0.063 | train acc 0.998 | test acc 0.984 
143 == clients == 0.007 train loss 0.003 | test loss 0.086 | train acc 1.000 | test acc 0.980    == global model ==  train loss 0.003 | test loss 0.064 | train acc 0.998 | test acc 0.981 
144 == clients == 0.006 train loss 0.001 | test loss 0.093 | train acc 1.000 | test acc 0.981    == global model ==  train loss 0.001 | test loss 0.060 | train acc 1.000 | test acc 0.986 
145 == clients == 0.005 train loss 0.003 | test loss 0.088 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.003 | test loss 0.071 | train acc 0.998 | test acc 0.986 
146 == clients == 0.005 train loss 0.001 | test loss 0.096 | train acc 1.000 | test acc 0.981    == global model ==  train loss 0.002 | test loss 0.070 | train acc 1.000 | test acc 0.984 
147 == clients == 0.005 train loss 0.006 | test loss 0.070 | train acc 0.997 | test acc 0.984    == global model ==  train loss 0.002 | test loss 0.051 | train acc 1.000 | test acc 0.988 
148 == clients == 0.006 train loss 0.003 | test loss 0.074 | train acc 1.000 | test acc 0.984    == global model ==  train loss 0.005 | test loss 0.049 | train acc 0.998 | test acc 0.988 
149 == clients == 0.006 train loss 0.011 | test loss 0.096 | train acc 0.995 | test acc 0.978    == global model ==  train loss 0.007 | test loss 0.082 | train acc 0.997 | test acc 0.981 
150 == clients == 0.006 train loss 0.001 | test loss 0.092 | train acc 1.000 | test acc 0.982    == global model ==  train loss 0.001 | test loss 0.067 | train acc 1.000 | test acc 0.984 
global model -- val_loss=0.044 -- val_acc=0.989 -- test_loss=0.033 -- test_acc=0.993
151 == clients == 0.007 train loss 0.004 | test loss 0.082 | train acc 0.998 | test acc 0.983    == global model ==  train loss 0.005 | test loss 0.075 | train acc 0.998 | test acc 0.986 
